telepulesnev;kshk5;jogallas;terulet;lakonepesseg;lakasszam;nepsuruseg
Marócsa;15219;község;1 138;82;49;7,21
Márok;20659;község;1 593;411;182;25,80
Márokföld;31981;község;744;39;40;5,24
Márokpapi;33224;község;2 118;571;222;26,96
Maroslele;10515;község;4 656;2 037;945;43,75
Mártély;25733;község;3 645;1 298;575;35,61
Martfû;02626;város;2 308;6 169;2 930;267,29
Martonfa;02228;község;569;211;84;37,08
Martonvásár;04659;város;3 125;5 574;2 109;178,37
Martonyi;02024;község;1 757;382;185;21,74
Mátészalka;18874;város;4 140;16 532;7 114;399,32
Mátételke;27809;község;2 793;489;281;17,51
Mátraballa;19965;község;2 636;735;429;27,88
Mátraderecske;14872;község;1 399;1 906;998;136,24
Mátramindszent;20075;község;1 673;797;452;47,64
Mátranovák;19372;község;2 697;1 650;1 054;61,18
Mátraszele;24332;község;1 697;919;468;54,15
Mátraszentimre;29045;község;2 129;416;287;19,54
Mátraszõlõs;04330;község;2 917;1 495;670;51,25
Mátraterenye;33525;község;2 813;1 813;885;64,45
Mátraverebély;30100;község;1 840;1 840;851;100,00
Mátyásdomb;16948;község;3 539;764;288;21,59
Matty;15051;község;1 690;320;145;18,93
Mátyus;20668;község;1 103;291;141;26,38
Máza;33756;község;1 069;1 155;486;108,04
Mecseknádasd;13444;község;3 608;1 501;635;41,60
Mecsekpölöske;11402;község;731;374;156;51,16
Mecsér;27359;község;2 109;601;285;28,50
Medgyesbodzás;20765;község;3 167;1 008;586;31,83
Medgyesegyháza;30128;város;6 429;3 504;1 827;54,50
Medina;30562;község;2 224;806;334;36,24
Megyaszó;21768;község;5 342;2 659;865;49,78
Megyehíd;30872;község;599;312;124;52,09
Megyer;04987;község;426;17;21;3,99
Meggyeskovácsi;25760;község;2 464;713;338;28,94
Méhkerék;23931;község;2 585;2 031;864;78,57
Méhtelek;29799;község;862;755;274;87,59
Mekényes;30492;község;1 777;278;142;15,64
Mélykút;16018;város;12 347;4 785;2 781;38,75
Mencshely;27137;község;1 261;224;112;17,76
Mende;03692;község;2 715;4 173;1 500;153,70
Méra;25618;község;1 512;1 702;576;112,57
Merenye;07737;község;1 447;250;121;17,28
Mérges;20385;község;651;86;53;13,21
Mérk;07463;nagyközség;2 508;2 104;800;83,89
Mernye;23630;község;2 593;1 265;548;48,79
Mersevát;14809;község;1 054;572;234;54,27
Mesterháza;31875;község;419;147;80;35,08
Mesteri;15723;község;1 169;270;132;23,10
Mesterszállás;30234;község;4 292;651;382;15,17
Meszes;11758;község;1 140;174;117;15,26
Meszlen;32832;község;1 202;197;96;16,39
Mesztegnyõ;16106;község;4 471;1 349;565;30,17
Mezõberény;19628;város;11 853;10 013;4 516;84,48
Mezõcsát;13833;város;10 308;5 799;2 436;56,26
Mezõcsokonya;30854;község;3 078;1 176;449;38,21
Mezõd;03470;község;1 041;120;69;11,53
Mezõfalva;17552;nagyközség;8 042;4 626;1 810;57,52
Mezõgyán;04206;község;5 987;1 037;501;17,32
Mezõhegyes;11873;város;15 544;5 143;2 874;33,09
Mezõhék;26286;község;8 982;347;164;3,86
Mezõkeresztes;11323;város;7 426;3 711;1 663;49,97
Mezõkomárom;05689;község;2 905;900;410;30,98
Mezõkovácsháza;30322;város;6 259;5 994;2 925;95,77
Mezõkövesd;19433;város;10 049;16 183;7 556;161,04
Mezõladány;32656;község;1 407;1 114;355;79,18
Mezõlak;23560;község;2 158;963;393;44,62
Mezõnagymihály;18379;község;6 186;993;502;16,05
Mezõnyárád;11749;község;1 406;1 588;687;112,94
Mezõörs;12812;község;4 848;963;343;19,86
Mezõpeterd;31033;község;1 823;596;260;32,69
Mezõsas;18847;község;2 639;639;303;24,21
Mezõszemere;25089;község;2 148;1 066;605;49,63
Mezõszentgyörgy;06576;község;2 712;1 292;458;47,64
Mezõszilas;29036;község;6 497;2 034;819;31,31
Mezõtárkány;31662;község;4 061;1 582;701;38,96
Mezõtúr;04260;város;28 972;16 323;7 768;56,34
Mezõzombor;03443;község;3 879;2 449;864;63,13
Miháld;27526;község;2 164;730;358;33,73
Mihályfa;02130;község;1 207;343;175;28,42
Mihálygerge;13222;község;1 106;546;308;49,37
Mihályháza;04668;község;2 152;768;311;35,69
Mihályi;21980;község;1 628;1 038;460;63,76
Mike;20905;község;3 241;589;251;18,17
Mikebuda;24466;község;4 217;672;298;15,94
Mikekarácsonyfa;22141;község;850;299;144;35,18
Mikepércs;24217;község;3 693;4 598;1 565;124,51
Miklósi;33376;község;1 047;200;120;19,10
Mikófalva;31282;község;1 441;692;323;48,02
Mikóháza;24253;község;1 691;506;239;29,92
Mikosszéplak;30599;község;1 866;295;146;15,81
Milejszeg;02662;község;908;338;153;37,22
Milota;31750;község;1 539;976;316;63,42
Mindszent;21555;város;5 935;6 560;3 163;110,53
Mindszentgodisa;16285;község;2 297;838;359;36,48
Mindszentkálla;04534;község;1 084;241;111;22,23
Misefa;04756;község;652;276;119;42,33
Miske;30632;község;4 227;1 599;734;37,83
Miskolc;30456;megyeszékhely, megyei jogú város;23 667;157 177;76 772;664,12
Miszla;02811;község;3 471;266;190;7,66
Mocsa;26930;község;6 719;2 094;824;31,17
Mogyoród;17783;nagyközség;3 448;6 672;2 374;193,50
Mogyorósbánya;28255;község;732;823;311;112,43
Mogyoróska;10968;község;1 917;73;106;3,81
Moha;25715;község;988;587;232;59,41
Mohács;23959;város;11 223;17 278;8 413;153,95
Mohora;27915;község;1 595;962;382;60,31
Molnári;21014;község;1 286;702;269;54,59
Molnaszecsõd;03294;község;1 169;414;180;35,41
Molvány;29522;község;1 376;175;80;12,72
Monaj;09016;község;1 153;245;103;21,25
Monok;07825;község;4 196;1 527;799;36,39
Monor;10551;város;4 679;18 125;6 837;387,37
Monorierdõ;34397;község;1 507;4 191;1 593;278,10
Mónosbél;31565;község;1 378;370;146;26,85
Monostorapáti;24040;község;2 559;1 124;487;43,92
Monostorpályi;25894;község;4 444;2 125;955;47,82
Monoszló;22512;község;746;98;59;13,14
Monyoród;16027;község;712;147;92;20,65
Mór;18485;város;10 861;13 947;5 713;128,41
Mórágy;20701;község;1 761;713;284;40,49
Mórahalom;04349;város;8 314;6 100;2 721;73,37
Móricgát;34096;község;3 289;429;320;13,04
Mórichida;02556;község;3 230;803;356;24,86
Mosdós;31343;község;1 695;896;338;52,86
Mosonmagyaróvár;04783;város;8 378;32 878;14 406;392,43
Mosonszentmiklós;33677;község;3 071;2 419;955;78,77
Mosonszolnok;28149;község;4 392;1 701;591;38,73
Mosonudvar;34412;község;157;427;152;271,97
Mozsgó;29540;község;2 176;997;336;45,82
Mõcsény;33349;község;1 214;344;141;28,34
Mucsfa;13620;község;1 275;328;148;25,73
Mucsi;07029;község;2 476;439;211;17,73
Múcsony;21546;nagyközség;1 755;2 932;1 208;167,07
Muhi;02158;község;962;443;209;46,05
Murakeresztúr;25210;község;1 171;1 574;695;134,42
Murarátka;07968;község;1 204;223;127;18,52
Muraszemenye;33987;község;1 615;559;286;34,61
Murga;18917;község;659;66;49;10,02
Murony;11989;község;3 570;1 136;542;31,82
Nábrád;19211;község;1 768;950;365;53,73
Nadap;27599;község;693;617;256;89,03
Nádasd;06716;község;3 560;1 276;548;35,84
Nádasdladány;13903;község;2 635;1 729;634;65,62
Nádudvar;28103;város;22 591;8 704;3 738;38,53
Nágocs;15909;község;2 226;685;257;30,77
Nagyacsád;23551;község;1 396;592;255;42,41
Nagyalásony;27979;község;1 401;434;212;30,98
Nagyar;04710;község;1 599;676;278;42,28
Nagyatád;17941;város;7 060;10 348;5 004;146,57
Nagybajcs;02361;község;765;992;376;129,67
Nagybajom;21652;város;10 806;3 312;1 131;30,65
Nagybakónak;12760;község;1 794;389;216;21,68
Nagybánhegyes;26028;község;4 224;1 189;788;28,15
Nagybaracska;25955;község;3 795;2 294;1 017;60,45
Nagybarca;29188;község;1 439;946;354;65,74
Nagybárkány;16391;község;884;686;239;77,60
Nagyberény;29063;község;2 314;1 295;597;55,96
Nagyberki;21449;község;2 174;1 441;518;66,28
Nagybörzsöny;14775;község;5 066;677;353;13,36
Nagybudmér;03984;község;1 022;167;83;16,34
Nagycenk;02495;nagyközség;1 945;2 078;789;106,84
Nagycsány;18111;község;565;143;52;25,31
Nagycsécs;05582;község;983;781;286;79,45
Nagycsepely;20598;község;1 980;396;183;20,00
Nagycserkesz;22743;község;4 148;1 699;634;40,96
Nagydém;10001;község;1 332;355;157;26,65
Nagydobos;21485;község;2 693;2 282;745;84,74
Nagydobsza;33899;község;1 323;615;227;46,49
Nagydorog;18388;nagyközség;4 144;2 567;1 081;61,94
Nagyecsed;06488;város;4 385;6 292;2 380;143,49
Nagyér;20914;község;1 229;527;258;42,88
Nagyesztergár;23180;község;1 829;1 146;401;62,66
Nagyfüged;26879;község;2 751;1 671;711;60,74
Nagygeresd;09283;község;940;270;142;28,72
Nagygörbõ;05218;község;745;144;102;19,33
Nagygyimót;08262;község;2 344;563;246;24,02
Nagyhajmás;12858;község;1 801;306;143;16,99
Nagyhalász;27155;város;4 430;5 638;1 989;127,27
Nagyharsány;02653;község;2 601;1 418;516;54,52
Nagyhegyes;09478;község;13 277;2 707;1 049;20,39
Nagyhódos;26976;község;766;121;85;15,80
Nagyhuta;15468;község;3 506;60;41;1,71
Nagyigmánd;22372;nagyközség;5 135;2 888;1 167;56,24
Nagyiván;21689;község;4 316;1 174;505;27,20
Nagykálló;24785;város;6 852;9 214;3 638;134,47
Nagykamarás;04242;község;4 310;1 336;840;31,00
Nagykanizsa;30933;megyei jogú város;14 840;47 349;22 436;319,06
Nagykapornak;20589;község;2 441;898;368;36,79
Nagykarácsony;07001;község;3 046;1 285;587;42,19
Nagykáta;13435;város;8 161;12 342;5 085;151,23
Nagykereki;08907;község;3 727;1 371;503;36,79
Nagykeresztúr;34281;község;820;252;101;30,73
Nagykinizs;26505;község;658;302;127;45,90
Nagykónyi;27182;község;4 788;1 065;519;22,24
Nagykorpád;32805;község;3 342;573;218;17,15
Nagykovácsi;09991;nagyközség;2 767;7 636;2 679;275,97
Nagykozár;10940;község;1 146;1 947;654;169,90
Nagykökényes;24943;község;1 728;591;263;34,20
Nagykölked;32920;község;978;148;69;15,13
Nagykõrös;19716;város;22 794;23 529;10 517;103,22
Nagykörû;15574;község;4 281;1 579;907;36,88
Nagykutas;22178;község;845;425;185;50,30
Nagylak;12779;község;469;433;300;92,32
Nagylengyel;04455;község;1 024;459;205;44,82
Nagylóc;21102;község;3 912;1 485;697;37,96
Nagylók;32364;község;3 244;1 056;461;32,55
Nagylózs;32939;község;1 924;1 025;290;53,27
Nagymágocs;17233;nagyközség;7 509;2 984;1 237;39,74
Nagymányok;14030;város;1 068;2 233;919;209,08
Nagymaros;31732;város;3 437;4 750;2 018;138,20
Nagymizdó;15060;község;676;112;78;16,57
Nagynyárád;14650;község;2 434;706;323;29,01
Nagyoroszi;23986;község;4 003;2 133;839;53,29
Nagypáli;28468;község;633;508;188;80,25
Nagypall;19877;község;713;359;154;50,35
Nagypeterd;27164;község;1 163;624;229;53,65
Nagypirit;21403;község;1 017;264;158;25,96
Nagyrábé;06309;nagyközség;8 542;2 147;934;25,13
Nagyrada;16513;község;1 285;467;201;36,34
Nagyrákos;29869;község;1 611;256;132;15,89
Nagyrécse;14979;község;2 699;1 048;398;38,83
Nagyréde;31486;nagyközség;3 434;3 171;1 250;92,34
Nagyrév;06318;község;2 979;633;373;21,25
Nagyrozvágy;33181;község;2 681;641;290;23,91
Nagysáp;27076;község;2 478;1 418;509;57,22
Nagysimonyi;26143;község;1 567;974;425;62,16
Nagyszakácsi;25520;község;2 137;418;278;19,56
Nagyszékely;06761;község;3 671;403;227;10,98
Nagyszekeres;27988;község;1 051;523;204;49,76
Nagyszénás;08244;nagyközség;9 556;4 832;2 307;50,57
Nagyszentjános;33543;község;3 030;1 788;626;59,01
Nagyszokoly;13709;község;2 799;895;420;31,98
Nagytálya;27605;község;1 319;844;365;63,99
Nagytarcsa;23409;község;1 214;4 397;1 616;362,19
Nagytevel;25201;község;1 441;507;216;35,18
Nagytilaj;24837;község;1 566;131;135;8,37
Nagytótfalu;28927;község;1 117;349;129;31,24
Nagytõke;29179;község;5 468;381;223;6,97
Nagyút;10418;község;1 894;661;337;34,90
Nagyvarsány;33783;község;1 255;1 421;548;113,23
Nagyváty;14191;község;1 267;334;129;26,36
Nagyvázsony;19196;község;7 629;1 759;679;23,06
Nagyvejke;16452;község;777;150;84;19,31
Nagyveleg;23588;község;1 317;645;270;48,97
Nagyvenyim;26134;község;4 368;4 051;1 520;92,74
Nagyvisnyó;28282;község;4 302;903;510;20,99
Nak;02796;község;2 778;547;281;19,69
Napkor;08420;község;3 735;3 666;1 337;98,15
Nárai;17367;község;1 599;1 298;465;81,18
Narda;02042;község;1 035;459;194;44,35
Naszály;20163;község;3 022;2 323;872;76,87
Négyes;24156;község;1 733;231;225;13,33
Nekézseny;28033;község;1 410;699;341;49,57
Nemesapáti;06169;község;1 037;492;218;47,44
Nemesbikk;05245;község;2 410;927;369;38,46
Nemesborzova;27119;község;220;119;44;54,09
Nemesbõd;24509;község;914;621;252;67,94
Nemesbük;32948;község;998;736;368;73,75
Nemescsó;23320;község;738;283;119;38,35
Nemesdéd;07913;község;2 661;719;314;27,02
Nemesgörzsöny;05652;község;1 925;676;296;35,12
Nemesgulács;02787;község;835;928;378;111,14
Nemeshany;05555;község;1 050;381;158;36,29
Nemeshetés;07658;község;661;247;195;37,37
Nemeske;18236;község;1 057;217;107;20,53
Nemeskér;29328;község;642;203;96;31,62
Nemeskeresztúr;03674;község;1 217;283;170;23,25
Nemeskisfalud;25511;község;282;177;44;62,77
Nemeskocs;02839;község;793;300;143;37,83
Nemeskolta;24059;község;734;341;141;46,46
Nemesládony;26240;község;567;132;96;23,28
Nemesmedves;31556;község;474;25;13;5,27
Nemesnádudvar;32540;község;5 878;1 805;730;30,71
Nemesnép;32665;község;972;120;89;12,35
Nemespátró;19859;község;1 225;263;163;21,47
Nemesrádó;18023;község;1 402;301;175;21,47
Nemesrempehollós;09672;község;1 205;288;150;23,90
Nemessándorháza;25609;község;1 115;300;173;26,91
Nemesvámos;02194;község;4 078;2 706;932;66,36
Nemesvid;17561;község;1 838;710;319;38,63
Nemesvita;28422;község;925;310;195;33,51
Nemesszalók;21759;község;2 056;873;359;42,46
Nemesszentandrás;08059;község;546;267;131;48,90
Németbánya;10409;község;1 219;103;84;8,45
Németfalu;25414;község;867;170;71;19,61
Németkér;15006;község;6 497;1 711;748;26,34
Nemti;27580;község;1 106;711;432;64,29
Neszmély;33826;község;2 772;1 281;563;46,21
Nézsa;09797;község;1 867;1 142;480;61,17
Nick;10843;község;1 140;492;229;43,16
Nikla;10959;község;2 335;714;322;30,58
Nógrád;04358;község;2 954;1 464;691;49,56
Nógrádkövesd;32300;község;899;667;298;74,19
Nógrádmarcal;29832;község;1 993;481;203;24,13
Nógrádmegyer;12131;község;2 277;1 630;579;71,59
Nógrádsáp;08387;község;1 547;859;375;55,53
Nógrádsipek;19497;község;2 013;676;303;33,58
Nógrádszakál;27340;község;1 872;619;252;33,07
Nóráp;26523;község;758;205;97;27,04
Noszlop;14757;község;3 406;937;408;27,51
Noszvaj;18810;község;1 884;1 967;746;104,41
Nova;03355;község;3 929;811;355;20,64
Novaj;29276;község;1 852;1 286;562;69,44
Novajidrány;27191;község;1 431;1 370;450;95,74
Nõtincs;29425;község;2 047;1 075;513;52,52
Nyalka;19752;község;1 286;450;198;34,99
Nyárád;29009;község;1 979;907;357;45,83
Nyáregyháza;23038;község;3 201;3 692;1 474;115,34
Nyárlõrinc;23056;község;6 636;2 309;1 020;34,80
Nyársapát;20066;község;5 403;1 949;847;36,07
Nyékládháza;12885;város;2 467;4 929;1 853;199,80
Nyergesújfalu;15352;város;3 963;7 346;3 093;185,36
Nyésta;04419;község;689;36;35;5,22
Nyim;03203;község;976;305;144;31,25
Nyírábrány;32294;nagyközség;5 559;3 690;1 505;66,38
Nyíracsád;14003;község;7 492;3 765;1 490;50,25
Nyirád;24004;község;6 136;1 812;752;29,53
Nyíradony;06187;város;9 657;7 727;2 754;80,01
Nyírbátor;14845;város;6 673;11 891;4 729;178,20
Nyírbéltek;15802;nagyközség;6 218;2 910;1 097;46,80
Nyírbogát;31158;nagyközség;5 536;3 037;1 272;54,86
Nyírbogdány;28802;község;3 503;2 799;1 018;79,90
Nyírcsaholy;07904;község;3 434;2 226;841;64,82
Nyírcsászári;25973;község;1 324;1 192;429;90,03
Nyírderzs;05041;község;1 701;656;268;38,57
Nyíregyháza;17206;megyeszékhely, megyei jogú város;27 454;117 689;51 885;428,68
Nyírgelse;28440;község;2 762;1 092;496;39,54
Nyírgyulaj;09238;község;3 575;2 074;776;58,01
Nyíri;26435;község;1 647;381;179;23,13
Nyíribrony;14696;község;2 009;1 109;428;55,20
Nyírjákó;31477;község;1 034;883;364;85,40
Nyírkarász;18290;község;4 143;2 296;848;55,42
Nyírkáta;32452;község;3 863;2 000;666;51,77
Nyírkércs;25928;község;1 428;797;310;55,81
Nyírlövõ;11095;község;791;715;251;90,39
Nyírlugos;11271;város;5 839;2 633;1 212;45,09
Nyírmada;12274;város;3 880;4 807;1 565;123,89
Nyírmártonfalva;32382;község;5 748;2 006;809;34,90
Nyírmeggyes;23269;község;2 879;2 712;1 038;94,20
Nyírmihálydi;26365;község;2 548;2 279;651;89,44
Nyírparasznya;10807;község;1 476;1 013;328;68,63
Nyírpazony;33145;nagyközség;1 505;3 402;1 279;226,05
Nyírpilis;03878;község;1 634;891;224;54,53
Nyírtass;28060;község;3 795;1 988;797;52,38
Nyírtelek;13550;város;6 792;6 564;2 523;96,64
Nyírtét;09256;község;1 717;1 007;368;58,65
Nyírtura;12098;község;2 148;1 790;678;83,33
Nyírvasvári;16522;község;2 842;1 969;744;69,28
Nyomár;04215;község;1 046;294;131;28,11
Nyõgér;22318;község;1 073;331;172;30,85
Nyugotszenterzsébet;26329;község;923;243;87;26,33
Nyúl;12955;község;2 514;4 392;1 645;174,70
Óbánya;12645;község;749;116;50;15,49
Óbarok;34306;község;1 926;794;322;41,23
Óbudavár;23913;község;323;46;30;14,24
Ócsa;04075;város;8 166;9 257;3 498;113,36
Ócsárd;03780;község;1 266;378;140;29,86
Ófalu;19646;község;985;325;129;32,99
Ófehértó;22284;község;4 317;2 529;1 002;58,58
Óföldeák;07755;község;3 509;481;181;13,71
Óhíd;27775;község;1 248;571;242;45,75
Okány;19257;község;7 062;2 511;1 176;35,56
Okorág;20686;község;1 185;149;80;12,57
Okorvölgy;08341;község;311;73;37;23,47
Olasz;18555;község;1 029;606;247;58,89
Olaszfa;19743;község;1 654;378;254;22,85
Olaszfalu;26514;község;4 280;1 040;400;24,30
Olaszliszka;31778;község;3 949;1 713;720;43,38
Olcsva;11129;község;996;715;257;71,79
Olcsvaapáti;10834;község;1 100;300;153;27,27
Old;21704;község;1 407;328;144;23,31
Ólmod;22044;község;366;107;55;29,23
Oltárc;25478;község;2 953;248;125;8,40
Onga;22558;város;3 149;4 724;1 587;150,02
Ónod;22628;község;1 774;2 303;808;129,82
Ópályi;27924;község;2 672;3 074;914;115,04
Ópusztaszer;12797;község;5 950;2 172;896;36,50
Orbányosfa;20835;község;568;115;58;20,25
Orci;24536;község;997;566;196;56,77
Ordacsehi;16823;község;2 256;761;368;33,73
Ordas;16276;község;1 652;415;252;25,12
Orfalu;17093;község;694;71;31;10,23
Orfû;11730;község;3 215;1 003;451;31,20
Orgovány;16939;község;9 916;3 416;1 653;34,45
Ormándlak;22497;község;575;98;54;17,04
Ormosbánya;34069;község;754;1 546;677;205,04
Orosháza;23065;város;20 222;27 807;14 060;137,51
Oroszi;16595;község;474;132;86;27,85
Oroszlány;30766;város;7 586;17 929;7 956;236,34
Oroszló;04482;község;612;278;119;45,42
Orosztony;25052;község;1 845;409;219;22,17
Ortaháza;04950;község;703;108;54;15,36
Osli;15121;község;1 880;863;384;45,90
Ostffyasszonyfa;32629;község;3 431;738;383;21,51
Ostoros;27216;község;2 351;2 594;1 007;110,34
Oszkó;07667;község;2 031;634;299;31,22
Oszlár;02866;község;571;318;185;55,69
Osztopán;19770;község;2 283;824;338;36,09
Ózd;14492;város;9 180;32 827;14 496;357,59
Ózdfalu;18661;község;800;158;68;19,75
Ozmánbük;18953;község;669;192;89;28,70
Ozora;05661;község;5 955;1 640;709;27,54
Öcs;28112;község;1 370;175;105;12,77
Õcsény;08961;község;7 261;2 306;943;31,76
Öcsöd;28006;nagyközség;10 366;3 203;1 638;30,90
Ököritófülpös;31769;nagyközség;3 342;1 812;665;54,22
Ölbõ;12043;község;2 353;731;305;31,07
Ömböly;26550;község;3 036;451;199;14,86
Õr;09025;község;1 778;1 474;535;82,90
Õrbottyán;08545;város;2 738;7 196;2 699;262,82
Öregcsertõ;08679;község;4 306;754;401;17,51
Öreglak;07056;község;2 072;1 502;554;72,49
Õrhalom;03249;község;1 746;931;402;53,32
Õrimagyarósd;13453;község;1 229;223;120;18,14
Õriszentpéter;10630;város;3 356;1 142;524;34,03
Örkény;05281;város;3 644;4 721;1 781;129,56
Örményes;29382;község;3 413;997;461;29,21
Örménykút;27438;község;5 456;342;213;6,27
Õrtilos;14012;község;2 112;431;326;20,41
Örvényes;10092;község;446;123;86;27,58
Õsagárd;19318;község;1 092;305;156;27,93
Õsi;24068;község;3 586;1 961;760;54,68
Öskü;25450;község;4 830;2 169;825;44,91
Öttevény;02635;község;2 366;3 048;1 086;128,83
Öttömös;31079;község;3 091;698;397;22,58
Ötvöskónyi;32115;község;2 771;924;297;33,35
Pácin;15893;község;3 393;1 367;594;40,29
Pacsa;31741;város;2 271;1 624;689;71,51
Pácsony;07162;község;1 001;275;130;27,47
Padár;24776;község;1 069;117;76;10,94
Páhi;18670;község;3 896;1 213;665;31,13
Páka;29160;község;2 318;1 144;528;49,35
Pakod;24271;község;1 255;854;351;68,05
Pákozd;25751;nagyközség;4 330;3 099;1 174;71,57
Paks;04862;város;15 408;18 970;8 415;123,12
Palé;23764;község;215;96;37;44,65
Pálfa;09371;község;3 474;1 527;662;43,96
Pálfiszeg;14720;község;559;161;65;28,80
Pálháza;12362;város;675;1 041;420;154,22
Páli;19637;község;1 958;412;214;21,04
Palkonya;07153;község;1 000;275;125;27,50
Pálmajor;34041;község;624;349;93;55,93
Pálmonostora;02705;község;5 328;1 831;1 094;34,37
Pálosvörösmart;34324;község;584;621;279;106,34
Palotabozsok;10135;község;2 019;847;402;41,95
Palotás;05883;község;1 707;1 599;673;93,67
Paloznak;17011;község;880;438;227;49,77
Pamlény;12371;község;1 240;33;40;2,66
Pamuk;26392;község;1 196;264;125;22,07
Pánd;22248;község;2 221;1 919;727;86,40
Pankasz;23108;község;927;444;179;47,90
Pannonhalma;24305;város;2 957;3 997;1 315;135,17
Pányok;24730;község;846;56;78;6,62
Panyola;29559;község;1 222;606;287;49,59
Pap;27748;község;1 715;1 762;636;102,74
Pápa;31945;város;9 162;30 561;13 735;333,56
Pápadereske;19868;község;575;263;106;45,74
Pápakovácsi;11855;község;1 392;593;192;42,60
Pápasalamon;21607;község;1 396;347;168;24,86
Pápateszér;31255;község;3 074;1 140;468;37,09
Papkeszi;07348;község;2 239;1 523;552;68,02
Pápoc;14067;község;3 132;263;290;8,40
Papos;32577;község;1 067;860;322;80,60
Páprád;07010;község;1 211;144;76;11,89
Parád;07436;nagyközség;3 720;1 991;1 015;53,52
Parádsasvár;20215;község;1 694;345;222;20,37
Parasznya;26745;község;1 676;1 155;439;68,91
Pári;09618;község;1 305;603;278;46,21
Paszab;31972;község;1 296;1 218;405;93,98
Pásztó;07409;város;7 260;9 172;4 113;126,34
Pásztori;23481;község;852;372;117;43,66
Pat;29656;község;833;191;128;22,93
Patak;07199;község;1 615;925;420;57,28
Patalom;06141;község;668;320;93;47,90
Patapoklosi;17792;község;1 265;349;119;27,59
Patca;12168;község;496;64;37;12,90
Pátka;28848;község;4 038;1 697;691;42,03
Patosfa;15592;község;1 507;239;136;15,86
Pátroha;12186;község;3 923;2 945;1 017;75,07
Patvarc;33880;község;784;677;282;86,35
Páty;15024;község;3 930;7 368;2 480;187,48
Pátyod;23685;község;910;642;285;70,55
Pázmánd;21786;község;2 714;2 168;910;79,88
Pázmándfalu;12715;község;1 939;1 051;426;54,20
Pécel;04057;város;4 363;15 642;5 630;358,51
Pecöl;14988;község;1 731;776;306;44,83
Pécs;19415;megyeszékhely, megyei jogú város;16 277;144 675;72 628;888,83
Pécsbagota;21519;község;607;101;44;16,64
Pécsdevecser;15389;község;474;107;48;22,57
Pécsely;22451;község;2 001;555;221;27,74
Pécsudvard;21096;község;843;771;280;91,46
Pécsvárad;10825;város;3 603;3 985;1 523;110,60
Pellérd;16115;község;2 093;2 263;742;108,12
Pély;19567;község;9 030;1 366;663;15,13
Penc;18689;község;2 134;1 558;540;73,01
Penészlek;17084;község;3 692;1 032;483;27,95
Pénzesgyõr;15547;község;1 765;335;145;18,98
Penyige;32692;község;1 889;745;281;39,44
Pér;15529;község;3 149;2 392;980;75,96
Perbál;28185;község;2 565;2 020;721;78,75
Pere;24420;község;953;335;161;35,15
Perecse;32683;község;1 254;26;34;2,07
Pereked;12867;község;674;145;75;21,51
Perenye;13684;község;1 622;650;233;40,07
Peresznye;08882;község;1 073;619;199;57,69
Pereszteg;23773;község;2 251;1 435;530;63,75
Perkáta;19354;nagyközség;7 452;3 943;1 554;52,91
Perkupa;33419;község;1 939;804;366;41,46
Perõcsény;04181;község;4 140;301;202;7,27
Peterd;32425;község;1 060;202;93;19,06
Péterhida;29197;község;1 162;146;103;12,56
Péteri;21847;község;1 189;2 322;822;195,29
Pétervására;12070;város;3 387;2 043;908;60,32
Pétfürdõ;34254;nagyközség;1 732;4 690;1 953;270,79
Pethõhenye;05704;község;887;415;184;46,79
Petneháza;17224;község;2 419;1 697;676;70,15
Petõfibánya;33686;község;1 111;2 541;1 371;228,71
Petõfiszállás;15431;község;6 779;1 432;780;21,12
Petõháza;22831;község;264;1 096;433;415,15
Petõmihályfa;11572;község;995;206;104;20,70
Petrikeresztúr;19178;község;877;350;179;39,91
Petrivente;30757;község;765;334;132;43,66
Pettend;29762;község;598;134;50;22,41
Piliny;11590;község;1 604;578;279;36,03
Pilis;09821;város;4 735;11 580;4 535;244,56
Pilisborosjenõ;29601;község;927;3 694;1 334;398,49
Piliscsaba;07144;város;2 557;8 337;2 891;326,05
Piliscsév;21874;község;2 491;2 396;922;96,19
Pilisjászfalu;34148;község;697;1 615;518;231,71
Pilismarót;14669;község;4 458;2 023;766;45,38
Pilisvörösvár;14340;város;2 430;13 971;4 929;574,94
Pilisszántó;05290;község;1 596;2 925;1 453;183,27
Pilisszentiván;11396;község;812;4 186;1 616;515,52
Pilisszentkereszt;18731;község;1 721;2 151;843;124,99
Pilisszentlászló;08457;község;1 775;1 162;470;65,46
Pincehely;19585;nagyközség;5 009;2 158;1 049;43,08
Pinkamindszent;06248;község;1 101;165;112;14,99
Pinnye;14687;község;864;332;144;38,43
Piricse;03391;község;3 699;1 870;619;50,55
Pirtó;15398;község;3 450;923;416;26,75
Piskó;23506;község;1 155;237;83;20,52
Pitvaros;06284;község;1 314;1 331;652;101,29
Pócsa;22266;község;805;161;65;20,00
Pocsaj;11837;nagyközség;4 955;2 606;998;52,59
Pócsmegyer;04905;község;1 308;2 168;867;165,75
Pócspetri;11244;község;2 637;1 682;641;63,78
Pogány;17242;község;1 155;1 197;404;103,64
Pogányszentpéter;27553;község;1 315;486;183;36,96
Pókaszepetk;21050;község;1 869;912;361;48,80
Polány;13790;község;1 287;230;147;17,87
Polgár;23117;város;9 744;7 904;3 396;81,12
Polgárdi;17525;város;7 216;6 931;2 346;96,05
